data_acidente,tipo_via,dia_acidente,mes_acidente,ano_acidente,ano_e_mes,dia_da_semana,hora_acidente,turno,municipio,regiao_administrativa,logradouro,numero_KM,jurisdicao,administracao,conservacao,LAT_(GEO),LONG_(GEO),outro_veiculo_envolvido,veiculo_vitima,tipo_acidente,fatal
28.03.20,Vias Municipais,28,MARCO,2020,2020.03,SABADO,20:16:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ALEXIOS JAFET,"1500,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23443166,-46748768,,AUTOMOVEL,OUTROS,1
28.03.20,Vias Municipais,28,MARCO,2020,2020.03,SABADO,20:16:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ALEXIOS JAFET,"1500,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23443166,-46748768,,AUTOMOVEL,OUTROS,1
25.01.20,Vias Municipais,27,MARCO,2020,2020.03,SABADO,03:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,VIADUTO JULIO MESQUITA FILHO,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23555584,-46641555,AUTOMOVEL,MOTOCICLETA,COLISAO,1
21.03.20,Vias Municipais,27,MARCO,2020,2020.03,SABADO,21:46:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,VIADUTO ENGENHEIRO ALBERTO BADRA - TRECH,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23522684,-46558412,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
12.03.20,Vias Municipais,27,MARCO,2020,2020.03,QUINTA,07:07:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ENGENHEIRO CAETANO ALVARES,"4790,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23486895,-466422,MOTOCICLETA,BICICLETA,COLISAO,1
25.03.20,Vias Municipais,25,MARCO,2020,2020.03,QUARTA,10:40:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,VIADUTO JULIO MESQUITA FILHO,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23555461,-46641531,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
25.03.20,Vias Municipais,25,MARCO,2020,2020.03,QUARTA,22:38:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA AFONSO DE SAMPAIO E SOUSA,"1423,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23572289,-46473393,,MOTOCICLETA,CHOQUE,1
19.03.20,Vias Municipais,24,MARCO,2020,2020.03,QUINTA,00:10:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA ALEXANDRE ORIOV,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,,AUTOMOVEL,CHOQUE,1
07.03.20,Vias Municipais,23,MARCO,2020,2020.03,SABADO,15:20:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA HENRIQUE FRANCO,"307,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23510875,-46467769,AUTOMOVEL,MOTOCICLETA,COLISAO,1
23.03.20,Vias Municipais,23,MARCO,2020,2020.03,SEGUNDA,08:10:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA ME,"5400,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23589168,-46544603,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
23.03.20,Vias Municipais,23,MARCO,2020,2020.03,SEGUNDA,14:10:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,"17500,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23402545,-46726082,CAMINHAO,MOTOCICLETA,OUTROS,1
23.03.20,Vias Municipais,23,MARCO,2020,2020.03,SEGUNDA,04:41:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA CANTAGALO,"300,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23546533,-46570836,AUTOMOVEL,MOTOCICLETA,COLISAO,1
23.03.20,NAO DISPONIVEL,23,MARCO,2020,2020.03,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,1
15.03.20,NAO DISPONIVEL,23,MARCO,2020,2020.03,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,1
19.03.20,Vias Municipais,23,MARCO,2020,2020.03,QUINTA,00:10:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA ALEXANDRE ORLOV,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,,AUTOMOVEL,CHOQUE,1
22.03.20,Vias Municipais,22,MARCO,2020,2020.03,DOMINGO,23:53:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DA BARREIRA GRANDE,"1616,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23585252,-46519901,AUTOMOVEL,MOTOCICLETA,COLISAO,1
21.03.20,Vias Municipais,22,MARCO,2020,2020.03,SABADO,18:35:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CRUZEIRO DO SUL,"3200,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23502692,-46624585,ONIBUS,PEDESTRE,ATROPELAMENTO,1
22.03.20,NAO DISPONIVEL,22,MARCO,2020,2020.03,DOMINGO,22:45:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,AUTOMOVEL,PEDESTRE,OUTROS,1
19.01.20,Vias Municipais,21,MARCO,2020,2020.03,DOMINGO,18:53:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SAPOPEMBA,"25821,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23620793,-46453963,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
19.03.20,Vias Municipais,19,MARCO,2020,2020.03,QUINTA,14:32:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MIGUEL ESTEFANO,"2800,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2363772,-46627176,AUTOMOVEL,MOTOCICLETA,COLISAO,1
13.03.20,NAO DISPONIVEL,19,MARCO,2020,2020.03,SEXTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,MOTOCICLETA,CHOQUE,1
05.03.20,NAO DISPONIVEL,19,MARCO,2020,2020.03,QUINTA,01:40:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,1
18.03.20,Vias Municipais,18,MARCO,2020,2020.03,QUARTA,21:20:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JACU PESSEGO NOVA TRABALHADORES,"2000,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2354344,-46447712,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
17.03.20,Vias Municipais,18,MARCO,2020,2020.03,TERCA,09:00:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA HEBE CAMARGO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,,MOTOCICLETA,OUTROS,1
11.03.20,Vias Municipais,18,MARCO,2020,2020.03,QUARTA,21:22:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA NAGIB FARAH MALUF,"834,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23546323,-46435537,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
16.03.20,NAO DISPONIVEL,17,MARCO,2020,2020.03,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
16.03.20,Vias Municipais,16,MARCO,2020,2020.03,SEGUNDA,01:28:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ATLANTICA,"6280,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23718104,-46703388,,MOTOCICLETA,CHOQUE,1
16.03.20,Vias Municipais,16,MARCO,2020,2020.03,SEGUNDA,01:28:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ATLANTICA,"6280,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23718104,-46703388,,MOTOCICLETA,CHOQUE,1
06.03.20,Vias Municipais,16,MARCO,2020,2020.03,SEXTA,23:40:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PAES DE BARROS,"3667,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23582978,-46586366,,OUTROS,OUTROS,1
16.03.20,Vias Municipais,16,MARCO,2020,2020.03,SEGUNDA,01:10:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SANTO AMARO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,ATROPELAMENTO,1
15.03.20,NAO DISPONIVEL,16,MARCO,2020,2020.03,DOMINGO,19:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,COLISAO,1
16.03.20,Vias Municipais,16,MARCO,2020,2020.03,SEGUNDA,10:23:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MIGUEL IGNACIO CURI,"131,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23547789,-4647308,,AUTOMOVEL,OUTROS,1
15.03.20,Vias Municipais,15,MARCO,2020,2020.03,DOMINGO,17:33:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA LUIS PEREIRA BRANDAO,"59,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23547699,-4644908,,MOTOCICLETA,CHOQUE,1
15.03.20,Vias Municipais,15,MARCO,2020,2020.03,DOMINGO,19:48:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA VINTE E TRES DE MAIO,"999,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23581079,-46649785,,PEDESTRE,ATROPELAMENTO,1
15.03.20,Vias Municipais,15,MARCO,2020,2020.03,DOMINGO,02:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA COMENDADOR SANTANNA,"1159,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23677036,-46773914,,AUTOMOVEL,CHOQUE,1
15.03.20,NAO DISPONIVEL,15,MARCO,2020,2020.03,DOMINGO,18:40:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
18.01.20,Vias Municipais,15,MARCO,2020,2020.03,SABADO,11:30:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA GORDOMAR,"32,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23662513,-46791571,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
14.03.20,Vias Municipais,14,MARCO,2020,2020.03,SABADO,13:47:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA FRANCISCO RABELO,"1008,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23606554,-46565537,AUTOMOVEL,AUTOMOVEL,CHOQUE,1
14.03.20,Vias Municipais,14,MARCO,2020,2020.03,SABADO,20:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SENADOR QUEIROS,"600,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23540008,-46630441,ONIBUS,PEDESTRE,ATROPELAMENTO,1
13.03.20,Vias Municipais,13,MARCO,2020,2020.03,SEXTA,08:23:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SENADOR TEOTONIO VILELA,"1800,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23717227,-46699325,AUTOMOVEL,MOTOCICLETA,COLISAO,1
23.01.20,Vias Municipais,13,MARCO,2020,2020.03,QUINTA,14:17:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA OLIMPIO RODRIGUES DE ARAUJO,"188,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23654291,-46781216,CAMINHAO,PEDESTRE,ATROPELAMENTO,1
23.12.19,Vias Municipais,13,MARCO,2020,2020.03,SEGUNDA,00:20:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DOUTOR JOSE ARTUR NOVA,"500,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23491203,-46439822,,AUTOMOVEL,CHOQUE,1
13.03.20,Vias Municipais,13,MARCO,2020,2020.03,SEXTA,17:39:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA AFFONSO DESCRAGNOLLE TAUNAY,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23629474,-46638944,MOTOCICLETA,MOTOCICLETA,COLISAO,1
12.03.20,Vias Municipais,12,MARCO,2020,2020.03,QUINTA,18:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA GUIDO CALOI,"1000,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23652438,-46725497,,MOTOCICLETA,COLISAO,1
12.03.20,Vias Municipais,12,MARCO,2020,2020.03,QUINTA,13:59:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SALIM FARAH MALUF,"2100,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23558281,-46577815,AUTOMOVEL,MOTOCICLETA,COLISAO,1
12.03.20,Vias Municipais,12,MARCO,2020,2020.03,QUINTA,07:30:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA ARARITAGUABA,"900,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23512799,-46585006,AUTOMOVEL,MOTOCICLETA,COLISAO,1
27.02.20,Vias Municipais,12,MARCO,2020,2020.03,QUINTA,10:04:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA JOSE ANTONIO FONTES,"161,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23597941,-46524101,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
11.03.20,Vias Municipais,11,MARCO,2020,2020.03,QUARTA,07:00:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DOUTORA RUTH CARDOSO,"5777,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23556551,-46712981,,MOTOCICLETA,CHOQUE,1
22.02.20,Vias Municipais,11,MARCO,2020,2020.03,SABADO,22:15:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ANGELICA,"1465,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23545401,-46657552,AUTOMOVEL,MOTOCICLETA,COLISAO,1
11.03.20,NAO DISPONIVEL,11,MARCO,2020,2020.03,QUARTA,19:05:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,BICICLETA,OUTROS,1
10.03.20,Vias Municipais,10,MARCO,2020,2020.03,TERCA,20:50:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DO ANASTACIO,"1521,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23495525,-46736479,ONIBUS,MOTOCICLETA,COLISAO,1
10.03.20,Vias Municipais,10,MARCO,2020,2020.03,TERCA,09:34:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA LUIS GOIS,"1620,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23603982,-4664354,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
10.03.20,Vias Municipais,10,MARCO,2020,2020.03,TERCA,05:20:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MORVAN DIAS DE FIGUEREDO,"3177,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23523503,-46600672,CAMINHAO,MOTOCICLETA,NAO DISPONIVEL,1
09.03.20,Vias Municipais,9,MARCO,2020,2020.03,SEGUNDA,00:45:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA ANTONIO DO CAMPO,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23694804,-46675795,ONIBUS,MOTOCICLETA,COLISAO,1
01.03.20,Vias Municipais,9,MARCO,2020,2020.03,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CORONEL SEZEFREDO FAGUNDES,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,,MOTOCICLETA,OUTROS,1
08.03.20,Rodovias,8,MARCO,2020,2020.03,DOMINGO,03:30:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,BR 381,"85,0",FEDERAL,CONCESSION\'c1RIA-ANTT,AUTOPISTA FERN\'c3O DIAS,"-2,345,775,816,289,000","-4,657,131,495,358,730",AUTOMOVEL,MOTOCICLETA,COLISAO,1
08.03.20,Vias Municipais,8,MARCO,2020,2020.03,DOMINGO,07:50:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA PADRE JOAO DE SALES,"46,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23546641,-46484135,,AUTOMOVEL,CHOQUE,1
07.03.20,Vias Municipais,8,MARCO,2020,2020.03,SABADO,22:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA CATLEIAS,"13,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23491363,-46453821,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
01.03.20,Vias Municipais,8,MARCO,2020,2020.03,DOMINGO,20:08:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA AMADOR BUENO DA VEIGA,"3673,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23518663,-46512035,ONIBUS,PEDESTRE,ATROPELAMENTO,1
04.03.20,Vias Municipais,8,MARCO,2020,2020.03,QUARTA,23:40:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA TADAO INOUE,"510,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23796935,-46690052,,AUTOMOVEL,OUTROS,1
08.03.20,NAO DISPONIVEL,8,MARCO,2020,2020.03,DOMINGO,16:20:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,OUTROS,OUTROS,1
08.03.20,Vias Municipais,8,MARCO,2020,2020.03,DOMINGO,02:47:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,PONTE FREGUESIA DO O,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23509327,-46689713,ONIBUS,MOTOCICLETA,CHOQUE,1
08.03.20,Vias Municipais,8,MARCO,2020,2020.03,DOMINGO,06:26:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA MANOEL MONTEIRO DE ARAUJO,"1350,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23508342,-46741238,,AUTOMOVEL,CHOQUE,1
08.03.20,Vias Municipais,8,MARCO,2020,2020.03,DOMINGO,04:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA SALVADOR GIANETTI,"386,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23542115,-46418587,,BICICLETA,CHOQUE,1
14.02.20,Vias Municipais,6,MARCO,2020,2020.03,SEXTA,14:28:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CUPECE,"3959,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23670213,-46647583,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
23.02.20,NAO DISPONIVEL,5,MARCO,2020,2020.03,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,CHOQUE,1
04.03.20,Vias Municipais,4,MARCO,2020,2020.03,QUARTA,09:38:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PAULO GUILGUER REIMBERG,"3400,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23781108,-46690568,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
29.02.20,Vias Municipais,4,MARCO,2020,2020.03,SABADO,23:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA FIORELLI PECCICACCO,"1109,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23404986,-46745748,,MOTOCICLETA,NAO DISPONIVEL,1
04.03.20,Vias Municipais,4,MARCO,2020,2020.03,QUARTA,07:40:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA PASTOR RUBENS LOPES,"159,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23675333,-46653362,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
03.03.20,Vias Municipais,3,MARCO,2020,2020.03,TERCA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA GENERAL ASDRUBAL DA CUNHA,"918,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23595097,-46788488,ONIBUS,PEDESTRE,ATROPELAMENTO,1
03.03.20,Vias Municipais,3,MARCO,2020,2020.03,TERCA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MARECHAL TITO,"6035,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23492487,-46388354,,PEDESTRE,ATROPELAMENTO,1
22.02.20,Vias Municipais,3,MARCO,2020,2020.03,SABADO,20:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ITABERABA,"800,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23494189,-46697317,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
19.02.20,Vias Municipais,3,MARCO,2020,2020.03,QUARTA,01:01:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA WASHINGTON LUIS,"5647,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23630586,-46668683,ONIBUS,PEDESTRE,ATROPELAMENTO,1
29.02.20,Vias Municipais,2,MARCO,2020,2020.03,SABADO,23:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA GONZALO BERCEO,"3,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23772506,-46684572,,MOTOCICLETA,OUTROS,1
29.02.20,Rodovias,1,MARCO,2020,2020.03,SABADO,05:30:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,SP 015,"14,5",ESTADUAL,PREFEITURA,PREFEITURA,"-23,569,649,899,426,500","-46,701,554,608,026,600",CAMINHAO,MOTOCICLETA,COLISAO,1
01.03.20,Vias Municipais,1,MARCO,2020,2020.03,DOMINGO,23:04:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA HADDOCK LOBO,"354,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23556373,-46660044,AUTOMOVEL,MOTOCICLETA,COLISAO,1
01.03.20,Vias Municipais,1,MARCO,2020,2020.03,DOMINGO,20:57:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MORUMBI,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23575329,-46706845,,MOTOCICLETA,CHOQUE,1
29.02.20,Vias Municipais,1,MARCO,2020,2020.03,SABADO,11:42:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA COMENDADOR SANTANNA,"620,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23673282,-46773456,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
01.03.20,Vias Municipais,1,MARCO,2020,2020.03,DOMINGO,03:30:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DOUTOR ASSIS RIBEIRO,"3200,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23499768,-46523413,,MOTOCICLETA,CHOQUE,1
01.03.20,Vias Municipais,1,MARCO,2020,2020.03,DOMINGO,16:35:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA SOLDADO ANTENOR DA COSTA,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23618773,-4649489,,MOTOCICLETA,CHOQUE,1
29.02.20,Rodovias,29,FEVEREIRO,2020,2020.02,SABADO,03:30:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,SP 348,"17,35",ESTADUAL,CONCESSION\'c1RIA-ARTESP,AUTOBAN,"-23,480,154,185,592,700","-46,738,255,921,286,100",,PEDESTRE,ATROPELAMENTO,1
05.02.20,Vias Municipais,29,FEVEREIRO,2020,2020.02,QUARTA,04:20:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA DO CAMPO LIMPO PAULISTA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,ATROPELAMENTO,1
23.02.20,Vias Municipais,28,FEVEREIRO,2020,2020.02,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DEPUTADO CANTIDIO SAMPAIO,"6455,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23435652,-46715597,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
27.02.20,Vias Municipais,27,FEVEREIRO,2020,2020.02,QUINTA,15:07:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA SUZANA RODRIGUES,"150,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23657021,-46707189,ONIBUS,MOTOCICLETA,COLISAO,1
26.02.20,Vias Municipais,26,FEVEREIRO,2020,2020.02,QUARTA,17:15:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ARICANDUVA,"10000,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2358832,-46481566,MOTOCICLETA,MOTOCICLETA,COLISAO,1
